pair,trades,net_pnl,win_rate,daily_sharpe
RNAVAL_KRIDHANINF,31,891.7512824999995,0.8387096774193549,0.5847543927942711
UNITECH_VIKASPROP,37,480.0817575000003,0.7027027027027027,0.42459372493450415
FCONSUMER_UNITECH,34,422.7445800000004,0.6176470588235294,0.406824811801721
