datetime,Close_A,Close_B,regime_A,regime_B,beta,alpha,spread,spread_mean,spread_std,z
2022-05-31 10:15:00,1.9,3.7,,,1.1402763018065887,1.1402763018065887,0.393198724760893,0.393198724760893,0.13139415327103576,0.0
2022-05-31 10:16:00,1.9,3.7,,,1.2043841504118142,1.204290783029088,0.20737933118846508,0.30028902797467905,0.13139415327103576,-0.7071067811865475
2022-05-31 10:17:00,1.9,3.7,,,1.227442559981094,1.2272525000754029,0.14060663596051848,0.24706156396995885,0.1308881221884842,-0.8133276437119402
2022-05-31 10:18:00,1.9,3.7,,,1.239349041243472,1.239061673479133,0.10617514815827,0.21183996001703664,0.1279975750815267,-0.8255219818927394
2022-05-31 10:19:00,1.9,3.7,,,1.2466388713667558,1.2462542589409704,0.08513188546219386,0.18649834510606808,0.12449305864803235,-0.8142338275297596
2022-05-31 10:20:00,1.9,3.7,,,1.251575103110641,1.2510936144852498,0.07091368960453259,0.16723423585581218,0.12093573811106752,-0.7964605645588295
2022-05-31 10:21:00,1.9,3.75,Sideways,,1.2576691633979888,1.2570234488515597,0.10340514069226181,0.1581157936895907,0.11300397871975572,-0.4841480239647898
2022-05-31 10:22:00,1.9,3.75,Sideways,,1.262298118176747,1.2614893839039278,0.090144191560253,0.14961934342342348,0.10734591388723214,-0.5540513812724132
2022-05-31 10:23:00,1.9,3.75,,,1.265943255098391,1.2649729189350647,0.07973489637799291,0.14185440486282008,0.10307958339263375,-0.6026363945245276
2022-05-31 10:24:00,1.9,3.7,Sideways,,1.2670442270871547,1.266014225087876,0.026601743446530435,0.13032913872119112,0.10379363203886599,-0.9993618417343705
2022-05-31 10:25:00,1.9,3.75,Sideways,Trending,1.269670522903282,1.2684706186923138,0.06915538779144992,0.1247678886366692,0.10017988208301158,-0.5551264354567452
2022-05-31 10:26:00,1.9,3.75,Sideways,Trending,1.2718867071651125,1.2705189819089153,0.0628962744773709,0.119611920790061,0.09717331111665431,-0.5836545617407674
2022-05-31 10:27:00,1.9,3.75,Sideways,Trending,1.2737858254666596,1.2722525190894793,0.057554412523867615,0.11483826630804612,0.0946150400116379,-0.6054413101461718
2022-05-31 10:28:00,1.9,3.7,Sideways,Trending,1.2740022286087487,1.2724475019066814,0.006948263736695992,0.10713183755294968,0.09536685264867725,-1.0505072887884934
2022-05-31 10:29:00,1.9,3.65,Sideways,Trending,1.2728252079820472,1.2714011503163056,-0.03976904548219551,0.09733844535060668,0.09941762098324725,-1.3791065354089092
2022-05-31 10:30:00,1.9,3.65,Sideways,,1.2717820796242354,1.2704865368898917,-0.03687248817593902,0.08895026200519757,0.10173851313645459,-1.2367268431806109
2022-05-31 10:31:00,1.9,3.65,Sideways,,1.2708499233794093,1.2696806483462282,-0.03429550276710591,0.08170051113623854,0.10294321652988621,-1.126796090247178
2022-05-31 10:32:00,1.9,3.65,Sideways,,1.2700108917866275,1.268965552817049,-0.031986247211640784,0.0753845801169119,0.10340199525109232,-1.0383825483040516
2022-05-31 10:33:00,1.9,3.7,Sideways,Trending,1.2704389085540007,1.2693251280612194,0.01684094568617933,0.07230333619950494,0.10138225367590072,-0.5470621188855008
2022-05-31 10:34:00,1.9,3.7,Sideways,Trending,1.2708287832989895,1.2696479548923116,0.01577735683960846,0.06947703723151011,0.0994844424528013,-0.5397796787912698
2022-05-31 10:35:00,1.9,3.65,Sideways,Trending,1.2700546622191484,1.2690161727374016,-0.03212003095378391,0.06463908160363896,0.09946767657606037,-0.9727694049778439
2022-05-31 10:36:00,1.9,3.7,Sideways,Trending,1.2704508490674138,1.2693348819888173,0.01680850478309681,0.062464964475432504,0.09760468091611356,-0.467769160903002
2022-05-31 10:37:00,1.9,3.7,Sideways,,1.2708165144073371,1.2696248554215634,0.01582376720449652,0.06043708633321789,0.09585523343465231,-0.4654239265833696
2022-05-31 10:38:00,1.9,3.7,Sideways,Trending,1.2711551754087487,1.2698896335810335,0.014915533142344284,0.05854035495026483,0.09420764224890092,-0.4630709437846004
2022-05-31 10:39:00,1.9,3.65,Sideways,Trending,1.2704151319050139,1.2693190800154148,-0.03310783063494105,0.05487442752685659,0.09402797701137648,-0.9357029786055339
2022-05-31 10:40:00,1.9,3.65,Sideways,Trending,1.2697257433437676,1.2687948524640296,-0.031273764817188354,0.05156103551362409,0.09366457588055926,-0.8843770395805036
2022-05-31 10:41:00,1.9,3.7,Sideways,Trending,1.2701112261547147,1.2690840432867758,0.01770462701926645,0.05030709445827752,0.09207649867776443,-0.3540802257599771
2022-05-31 10:42:00,1.9,3.7,Sideways,,1.2704719931942585,1.2693511273837792,0.016752085547129703,0.04910870128287938,0.09057753959944688,-0.35722559785612973
2022-05-31 10:43:00,1.9,3.7,Sideways,,1.2708102915078203,1.2695983508844588,0.01586209525068316,0.04796226659211399,0.08915938178885195,-0.3600313359894166
2022-05-31 10:44:00,1.9,3.7,Sideways,Trending,1.2711280776023797,1.2698276635683088,0.015028988987170422,0.046864490671949206,0.08781475752220869,-0.36253020088027305
2022-05-31 10:45:00,1.9,3.7,Sideways,,1.2714270648064767,1.270040766576065,0.01424781029162947,0.045812339691938896,0.08653728439014982,-0.3647506346282145
2022-05-31 10:46:00,1.9,3.7,Sideways,Trending,1.2717087616939489,1.270239151191545,0.013514201589952535,0.04480302287625182,0.08532133159124587,-0.3667174515770166
2022-05-31 10:47:00,1.9,3.65,Sideways,Trending,1.2709913089811469,1.2697397416849698,-0.034623228749148804,0.04239616676639119,0.0851081995623543,-0.9049585810954905
2022-05-31 10:48:00,1.9,3.65,Sideways,Trending,1.2703137257803883,1.2692733887542564,-0.032869467736994284,0.04018247163393868,0.08479695549428877,-0.8614924786521745
2022-05-31 10:49:00,1.9,3.7,Sideways,Trending,1.2706475754127664,1.2695006596944804,0.016268947021263358,0.03949922807357653,0.08363836699006742,-0.2777467075017368
2022-05-31 10:50:00,1.95,3.65,Trending,Trending,1.26870761744051,1.268241364158945,-0.0922212181679396,0.035840326789089966,0.08530803388094477,-1.5011662926817804
2022-05-31 10:51:00,1.95,3.65,,Trending,1.2668775372522778,1.267065026216711,-0.08747622385865261,0.03250744704185368,0.08652345459014102,-1.386718450723741
2022-05-31 10:52:00,1.9,3.65,Trending,Trending,1.266413733389466,1.2667576959712288,-0.022943789411214333,0.031048203977299262,0.08581895112694908,-0.6291383509062591
2022-05-31 10:53:00,1.9,3.7,,Trending,1.266932691434395,1.2670982394077666,0.025729646866882838,0.030911830718057816,0.08468650851419872,-0.06119255524988519
2022-05-31 10:54:00,1.95,3.7,Trending,Trending,1.2661917782182877,1.2666367800946625,-0.03571074762032289,0.029246266259598298,0.08425483068707655,-0.7709589272236783
2022-05-31 10:55:00,1.95,3.7,Sideways,Trending,1.2654907824234705,1.266203821259496,-0.03391084698526292,0.02770584886338217,0.08377763960444584,-0.735479014920531
2022-05-31 10:56:00,1.95,3.7,Sideways,Trending,1.2648270850657346,1.2657971924959255,-0.0322100083741077,0.026279280833918124,0.08326451412477175,-0.7024515764348269
2022-05-31 10:57:00,1.95,3.65,Sideways,Trending,1.2632222383882181,1.264821555651588,-0.0781049205086135,0.02385174126781274,0.08379322857641469,-1.2167649284864055
2022-05-31 10:58:00,1.9,3.7,Trending,Trending,1.2638851424190882,1.2652415113845703,0.03337671801916242,0.024068218012161594,0.08282560549018059,0.11238674262519457
2022-05-31 10:59:00,1.9,3.7,Sideways,Trending,1.2645163177997518,1.2656381287486342,0.031780867431837834,0.024239610221487733,0.08188706786012916,0.09209338430863442
2022-05-31 11:00:00,1.95,3.7,Trending,,1.263903367726971,1.2652751492216912,-0.029886716289284188,0.02306295094951443,0.0813644221754744,-0.65077174793431
2022-05-31 11:01:00,1.95,3.65,,Trending,1.26234898418521,1.2643605466450762,-0.07594106580623583,0.020956482507902722,0.08176063423914075,-1.1851369453754972
2022-05-31 11:02:00,1.9,3.65,Trending,,1.2621074261418483,1.264211387197804,-0.012215496867316045,0.020265399604252332,0.08102774885112743,-0.4008613954121525
2022-05-31 11:03:00,1.95,3.65,Trending,,1.2606427503045061,1.2633621213000323,-0.07161548439381926,0.018390279522659033,0.08124655442642793,-1.1078102271768606
2022-05-31 11:04:00,1.95,3.7,,Trending,1.2602229922064523,1.2631200757801944,-0.02055491058277603,0.017611375720550333,0.08060163040480092,-0.4735175468740027
2022-05-31 11:05:00,1.95,3.7,Sideways,Trending,1.2598242986010817,1.262891393538595,-0.019548775810704022,0.016882745298368876,0.0799610304106471,-0.45561595344601646
2022-05-31 11:06:00,1.9,3.7,Trending,Trending,1.2606395350007422,1.2633854203759538,0.041399463122636426,0.01735422064114325,0.07924618251974089,0.3034246157599239
2022-05-31 11:07:00,1.95,3.65,Trending,Trending,1.2592493891845788,1.2625982245671328,-0.06813453347706178,0.0157412252804224,0.0793541555014913,-1.0569800437975538
2022-05-31 11:08:00,1.9,3.65,Trending,,1.2591523280027594,1.2625399616474717,-0.004929384852714769,0.015358436203882823,0.07865228293751142,-0.2579431937495838
2022-05-31 11:09:00,1.95,3.7,Trending,Trending,1.2588049577342602,1.262345576279931,-0.017015243861737694,0.01476982383905336,0.07804279749558288,-0.4072774006158614
2022-05-31 11:10:00,1.95,3.7,,Trending,1.258474802969566,1.2621615630979404,-0.01618742888859348,0.014217015754631095,0.07744063569041282,-0.39261615522854826
2022-05-31 11:11:00,1.95,3.7,Sideways,Trending,1.2581609437617196,1.2619873013739478,-0.015401141709300958,0.013697398957018252,0.07684628769810362,-0.3786590287957045
2022-05-31 11:12:00,1.95,3.7,,Trending,1.2578625189275545,1.2618222152974123,-0.014654127206143563,0.013208579540412014,0.07626013404110835,-0.36536398862787295
2022-05-31 11:13:00,1.95,3.7,,Trending,1.2575787210208178,1.2616657698574671,-0.013944275848061238,0.01274836165247179,0.075682462760668,-0.35269250665036667
