<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
HDFCBANK,04/27/2021,14:48:00,1438.60,1438.60,1437.85,1438.30,21851,0
HDFCBANK,04/27/2021,14:49:00,1438.30,1438.30,1436.25,1436.50,41411,0
HDFCBANK,04/27/2021,14:50:00,1436.55,1438.00,1436.30,1438.00,21638,0
HDFCBANK,04/27/2021,14:51:00,1437.95,1438.15,1437.60,1437.95,22656,0
HDFCBANK,04/27/2021,14:52:00,1437.95,1438.05,1436.50,1437.00,25292,0
HDFCBANK,04/27/2021,14:53:00,1436.55,1437.00,1436.00,1436.30,27295,0
HDFCBANK,04/27/2021,14:54:00,1436.25,1436.25,1435.20,1435.40,40514,0
HDFCBANK,04/27/2021,14:55:00,1435.50,1436.85,1435.20,1436.65,28752,0
HDFCBANK,04/27/2021,14:56:00,1436.65,1437.50,1436.65,1437.40,20912,0
HDFCBANK,04/27/2021,14:57:00,1437.40,1437.55,1436.90,1437.10,25761,0
HDFCBANK,04/27/2021,14:58:00,1437.10,1437.50,1436.65,1437.45,27934,0
HDFCBANK,04/27/2021,14:59:00,1437.45,1437.45,1436.50,1436.95,34781,0
HDFCBANK,04/27/2021,15:00:00,1436.85,1437.50,1436.25,1437.45,44459,0
HDFCBANK,04/27/2021,15:01:00,1437.20,1437.30,1436.85,1437.20,32612,0
HDFCBANK,04/27/2021,15:02:00,1437.20,1437.60,1436.70,1437.45,32477,0
HDFCBANK,04/27/2021,15:03:00,1437.50,1437.90,1437.15,1437.25,36868,0
HDFCBANK,04/27/2021,15:04:00,1437.30,1437.80,1437.00,1437.20,25032,0
HDFCBANK,04/27/2021,15:05:00,1437.20,1438.00,1437.00,1437.80,39851,0
HDFCBANK,04/27/2021,15:06:00,1437.80,1437.80,1437.05,1437.70,19100,0
HDFCBANK,04/27/2021,15:07:00,1437.65,1438.00,1437.50,1437.80,25769,0
HDFCBANK,04/27/2021,15:08:00,1437.80,1438.10,1437.65,1438.10,23149,0
HDFCBANK,04/27/2021,15:09:00,1438.10,1439.30,1438.05,1439.00,40740,0
HDFCBANK,04/27/2021,15:10:00,1439.40,1439.90,1438.25,1439.20,64653,0
HDFCBANK,04/27/2021,15:11:00,1439.20,1440.65,1438.80,1439.65,73087,0
HDFCBANK,04/27/2021,15:12:00,1439.65,1440.20,1439.00,1440.10,43699,0
HDFCBANK,04/27/2021,15:13:00,1440.00,1440.10,1439.10,1439.70,47883,0
HDFCBANK,04/27/2021,15:14:00,1439.30,1439.85,1438.55,1439.85,52331,0
HDFCBANK,04/27/2021,15:15:00,1439.20,1440.25,1438.90,1440.10,55475,0
HDFCBANK,04/27/2021,15:16:00,1439.80,1440.50,1439.35,1440.00,49568,0
HDFCBANK,04/27/2021,15:17:00,1440.00,1440.25,1439.00,1439.85,47767,0
HDFCBANK,04/27/2021,15:18:00,1439.85,1440.00,1439.30,1439.70,50771,0
HDFCBANK,04/27/2021,15:19:00,1439.75,1440.00,1439.45,1439.90,81603,0
HDFCBANK,04/27/2021,15:20:00,1440.00,1440.15,1439.35,1439.35,65701,0
HDFCBANK,04/27/2021,15:21:00,1440.10,1442.00,1439.55,1439.75,152813,0
HDFCBANK,04/27/2021,15:22:00,1439.55,1440.65,1438.35,1440.20,56902,0
HDFCBANK,04/27/2021,15:23:00,1440.20,1440.45,1439.00,1439.00,51687,0
HDFCBANK,04/27/2021,15:24:00,1439.10,1439.40,1437.30,1437.50,29892,0
HDFCBANK,04/27/2021,15:25:00,1437.30,1437.30,1435.35,1435.60,31009,0
HDFCBANK,04/27/2021,15:26:00,1435.65,1435.65,1434.50,1435.10,24335,0
HDFCBANK,04/27/2021,15:27:00,1435.00,1435.00,1433.75,1434.70,37038,0
HDFCBANK,04/27/2021,15:28:00,1433.45,1435.00,1432.60,1435.00,42572,0
HDFCBANK,04/27/2021,15:29:00,1434.80,1437.95,1433.45,1437.00,37946,0
HDFCBANK,04/27/2021,15:30:00,1435.05,1435.05,1435.05,1435.05,78,0
HDFCBANK,04/27/2021,15:40:00,1438.70,1438.70,1438.70,1438.70,109,0
HDFCBANK,04/28/2021,09:15:00,1436.25,1439.85,1431.00,1439.45,173521,0
HDFCBANK,04/28/2021,09:16:00,1440.00,1441.00,1439.05,1439.85,63910,0
HDFCBANK,04/28/2021,09:17:00,1440.30,1443.00,1439.40,1443.00,35209,0
HDFCBANK,04/28/2021,09:18:00,1443.40,1443.80,1442.50,1443.45,31917,0
HDFCBANK,04/28/2021,09:19:00,1443.25,1446.15,1443.25,1445.90,44110,0
HDFCBANK,04/28/2021,09:20:00,1445.55,1445.80,1444.55,1445.75,43095,0
HDFCBANK,04/28/2021,09:21:00,1445.50,1446.80,1445.00,1446.00,27840,0
HDFCBANK,04/28/2021,09:22:00,1446.00,1449.50,1446.00,1449.50,48270,0
HDFCBANK,04/28/2021,09:23:00,1449.50,1450.00,1448.55,1448.55,50157,0
HDFCBANK,04/28/2021,09:24:00,1449.10,1450.00,1448.50,1449.85,32775,0
HDFCBANK,04/28/2021,09:25:00,1449.45,1449.90,1449.00,1449.20,17692,0
HDFCBANK,04/28/2021,09:26:00,1449.15,1449.20,1447.10,1448.00,35455,0
HDFCBANK,04/28/2021,09:27:00,1447.60,1448.40,1446.45,1447.00,17060,0
HDFCBANK,04/28/2021,09:28:00,1446.55,1448.25,1446.50,1448.00,18739,0
HDFCBANK,04/28/2021,09:29:00,1448.25,1452.00,1448.25,1451.80,68238,0
HDFCBANK,04/28/2021,09:30:00,1451.80,1452.90,1451.80,1452.00,56264,0
HDFCBANK,04/28/2021,09:31:00,1452.50,1452.80,1451.15,1451.40,39296,0
HDFCBANK,04/28/2021,09:32:00,1451.80,1452.50,1451.15,1452.00,26844,0
HDFCBANK,04/28/2021,09:33:00,1451.75,1453.10,1451.40,1452.75,45485,0
HDFCBANK,04/28/2021,09:34:00,1452.50,1454.40,1452.50,1453.70,25420,0
HDFCBANK,04/28/2021,09:35:00,1453.85,1454.85,1453.50,1453.55,44193,0
HDFCBANK,04/28/2021,09:36:00,1454.40,1456.20,1454.00,1455.55,86035,0
HDFCBANK,04/28/2021,09:37:00,1455.50,1456.00,1453.85,1454.00,31679,0
HDFCBANK,04/28/2021,09:38:00,1454.30,1454.40,1452.15,1452.50,21398,0
HDFCBANK,04/28/2021,09:39:00,1452.05,1452.50,1452.00,1452.35,19906,0
HDFCBANK,04/28/2021,09:40:00,1452.40,1452.40,1450.70,1451.00,26895,0
HDFCBANK,04/28/2021,09:41:00,1451.35,1451.65,1450.50,1451.60,20377,0
HDFCBANK,04/28/2021,09:42:00,1451.70,1451.70,1450.95,1451.00,14894,0
HDFCBANK,04/28/2021,09:43:00,1451.00,1451.50,1450.50,1450.95,11295,0
HDFCBANK,04/28/2021,09:44:00,1450.60,1451.25,1450.50,1450.50,12463,0
HDFCBANK,04/28/2021,09:45:00,1450.85,1452.25,1450.20,1451.95,32748,0
HDFCBANK,04/28/2021,09:46:00,1451.95,1453.95,1451.95,1453.95,37048,0
HDFCBANK,04/28/2021,09:47:00,1453.75,1454.35,1453.00,1454.00,25802,0
HDFCBANK,04/28/2021,09:48:00,1454.00,1454.25,1453.50,1454.00,16554,0
HDFCBANK,04/28/2021,09:49:00,1453.50,1454.25,1453.50,1454.15,22639,0
HDFCBANK,04/28/2021,09:50:00,1454.15,1454.20,1453.30,1453.50,12978,0
HDFCBANK,04/28/2021,09:51:00,1453.80,1454.00,1453.35,1453.95,16493,0
HDFCBANK,04/28/2021,09:52:00,1453.90,1455.35,1453.90,1454.95,38440,0
HDFCBANK,04/28/2021,09:53:00,1454.95,1456.90,1454.65,1456.90,61231,0
HDFCBANK,04/28/2021,09:54:00,1456.90,1457.00,1456.00,1456.60,32644,0
HDFCBANK,04/28/2021,09:55:00,1456.70,1456.95,1455.90,1456.40,32047,0
HDFCBANK,04/28/2021,09:56:00,1456.40,1456.40,1455.50,1455.75,20593,0
HDFCBANK,04/28/2021,09:57:00,1455.90,1456.00,1455.00,1455.40,46060,0
HDFCBANK,04/28/2021,09:58:00,1455.70,1455.80,1454.80,1454.95,33396,0
HDFCBANK,04/28/2021,09:59:00,1454.95,1454.95,1452.95,1454.15,41119,0
HDFCBANK,04/28/2021,10:00:00,1454.00,1454.85,1453.85,1453.85,18496,0
HDFCBANK,04/28/2021,10:01:00,1454.00,1454.00,1452.75,1453.00,19497,0
HDFCBANK,04/28/2021,10:02:00,1453.05,1453.75,1452.50,1453.75,19519,0
HDFCBANK,04/28/2021,10:03:00,1453.20,1454.00,1453.20,1454.00,12438,0
HDFCBANK,04/28/2021,10:04:00,1454.00,1454.95,1453.45,1454.90,15330,0
HDFCBANK,04/28/2021,10:05:00,1454.90,1455.95,1454.50,1455.65,50011,0
HDFCBANK,04/28/2021,10:06:00,1455.55,1456.50,1455.55,1455.65,22722,0
HDFCBANK,04/28/2021,10:07:00,1455.65,1455.95,1454.50,1454.55,11921,0
HDFCBANK,04/28/2021,10:08:00,1454.55,1454.65,1452.50,1452.75,16518,0
HDFCBANK,04/28/2021,10:09:00,1452.65,1454.50,1452.65,1454.35,12475,0
HDFCBANK,04/28/2021,10:10:00,1454.45,1454.90,1453.50,1453.90,210265,0
HDFCBANK,04/28/2021,10:11:00,1453.75,1454.40,1453.50,1454.15,11146,0
HDFCBANK,04/28/2021,10:12:00,1454.20,1454.80,1454.05,1454.55,7720,0
HDFCBANK,04/28/2021,10:13:00,1454.55,1454.80,1453.50,1453.75,7929,0
HDFCBANK,04/28/2021,10:14:00,1453.80,1454.25,1453.00,1453.45,14803,0
HDFCBANK,04/28/2021,10:15:00,1453.10,1453.70,1452.75,1453.60,18479,0
HDFCBANK,04/28/2021,10:16:00,1453.55,1453.90,1453.10,1453.10,8903,0
HDFCBANK,04/28/2021,10:17:00,1453.20,1453.60,1452.80,1453.00,19178,0
HDFCBANK,04/28/2021,10:18:00,1453.00,1453.75,1452.40,1452.50,10038,0
HDFCBANK,04/28/2021,10:19:00,1452.75,1453.00,1451.20,1452.00,26068,0
HDFCBANK,04/28/2021,10:20:00,1452.00,1453.00,1451.60,1452.55,9014,0
HDFCBANK,04/28/2021,10:21:00,1452.55,1453.90,1452.55,1453.50,8978,0
HDFCBANK,04/28/2021,10:22:00,1453.50,1454.00,1452.55,1453.15,21738,0
HDFCBANK,04/28/2021,10:23:00,1453.00,1453.20,1451.75,1452.25,23863,0
HDFCBANK,04/28/2021,10:24:00,1452.25,1452.50,1451.45,1452.50,18666,0
HDFCBANK,04/28/2021,10:25:00,1452.50,1452.50,1451.00,1451.00,21470,0
HDFCBANK,04/28/2021,10:26:00,1450.65,1451.00,1450.30,1450.65,19057,0
HDFCBANK,04/28/2021,10:27:00,1451.00,1451.25,1448.00,1448.90,65835,0
HDFCBANK,04/28/2021,10:28:00,1449.45,1450.45,1449.00,1449.50,41010,0
HDFCBANK,04/28/2021,10:29:00,1449.25,1450.40,1449.25,1449.70,14344,0
HDFCBANK,04/28/2021,10:30:00,1449.00,1450.95,1448.95,1450.20,21269,0
HDFCBANK,04/28/2021,10:31:00,1450.10,1452.35,1450.10,1452.25,21607,0
HDFCBANK,04/28/2021,10:32:00,1452.30,1453.30,1452.25,1452.75,13275,0
HDFCBANK,04/28/2021,10:33:00,1453.25,1453.45,1451.60,1452.00,15699,0
HDFCBANK,04/28/2021,10:34:00,1451.60,1452.50,1450.60,1450.65,13634,0
HDFCBANK,04/28/2021,10:35:00,1451.40,1451.50,1450.50,1450.90,10391,0
HDFCBANK,04/28/2021,10:36:00,1451.05,1451.50,1450.10,1451.05,12286,0
HDFCBANK,04/28/2021,10:37:00,1451.25,1452.50,1451.25,1451.55,15964,0
HDFCBANK,04/28/2021,10:38:00,1451.60,1453.15,1450.70,1452.50,36553,0
HDFCBANK,04/28/2021,10:39:00,1452.50,1452.90,1451.50,1451.95,16778,0
HDFCBANK,04/28/2021,10:40:00,1451.80,1452.75,1450.60,1451.05,177515,0
HDFCBANK,04/28/2021,10:41:00,1451.00,1451.70,1450.65,1451.10,32217,0
HDFCBANK,04/28/2021,10:42:00,1451.00,1453.80,1451.00,1452.50,17210,0
HDFCBANK,04/28/2021,10:43:00,1453.00,1453.15,1451.50,1452.30,28088,0
HDFCBANK,04/28/2021,10:44:00,1452.35,1453.00,1452.15,1453.00,7092,0
HDFCBANK,04/28/2021,10:45:00,1453.50,1454.00,1453.10,1454.00,12014,0
HDFCBANK,04/28/2021,10:46:00,1454.00,1454.00,1453.50,1454.00,10965,0
HDFCBANK,04/28/2021,10:47:00,1453.70,1454.45,1453.70,1454.30,14184,0
HDFCBANK,04/28/2021,10:48:00,1453.75,1454.70,1453.75,1454.65,11529,0
HDFCBANK,04/28/2021,10:49:00,1454.65,1454.80,1453.00,1453.00,10872,0
HDFCBANK,04/28/2021,10:50:00,1453.95,1453.95,1453.25,1453.80,3513,0
HDFCBANK,04/28/2021,10:51:00,1453.90,1453.95,1452.80,1453.00,8999,0
HDFCBANK,04/28/2021,10:52:00,1453.10,1453.10,1452.80,1452.95,8181,0
HDFCBANK,04/28/2021,10:53:00,1452.95,1453.00,1452.80,1452.95,10528,0
HDFCBANK,04/28/2021,10:54:00,1453.35,1453.90,1453.00,1453.10,4854,0
HDFCBANK,04/28/2021,10:55:00,1453.40,1453.50,1453.00,1453.00,4981,0
HDFCBANK,04/28/2021,10:56:00,1453.40,1453.40,1452.50,1453.00,13479,0
HDFCBANK,04/28/2021,10:57:00,1452.80,1453.00,1452.00,1452.00,19563,0
HDFCBANK,04/28/2021,10:58:00,1452.70,1453.00,1452.10,1452.90,4853,0
HDFCBANK,04/28/2021,10:59:00,1453.05,1453.20,1452.00,1452.00,7899,0
HDFCBANK,04/28/2021,11:00:00,1452.10,1452.50,1451.20,1451.30,8237,0
HDFCBANK,04/28/2021,11:01:00,1451.30,1451.95,1451.05,1451.30,22157,0
HDFCBANK,04/28/2021,11:02:00,1451.75,1451.90,1451.05,1451.10,14281,0
HDFCBANK,04/28/2021,11:03:00,1451.05,1452.10,1450.65,1451.50,47414,0
HDFCBANK,04/28/2021,11:04:00,1452.00,1452.85,1451.50,1452.80,8495,0
HDFCBANK,04/28/2021,11:05:00,1453.00,1453.85,1452.80,1453.75,30834,0
HDFCBANK,04/28/2021,11:06:00,1453.80,1453.80,1452.80,1453.25,33627,0
HDFCBANK,04/28/2021,11:07:00,1453.25,1455.55,1453.25,1455.45,44748,0
HDFCBANK,04/28/2021,11:08:00,1455.50,1455.55,1454.50,1455.00,30530,0
HDFCBANK,04/28/2021,11:09:00,1455.00,1455.50,1454.75,1455.05,21046,0
HDFCBANK,04/28/2021,11:10:00,1455.05,1455.45,1454.95,1455.25,13726,0
HDFCBANK,04/28/2021,11:11:00,1455.25,1455.30,1453.00,1453.00,13234,0
HDFCBANK,04/28/2021,11:12:00,1453.40,1454.55,1453.15,1453.50,20980,0
HDFCBANK,04/28/2021,11:13:00,1453.25,1453.50,1452.65,1452.95,12770,0
HDFCBANK,04/28/2021,11:14:00,1453.15,1453.15,1451.50,1452.15,16120,0
HDFCBANK,04/28/2021,11:15:00,1452.50,1452.80,1451.00,1451.35,15555,0
HDFCBANK,04/28/2021,11:16:00,1451.75,1451.90,1451.05,1451.25,13966,0
HDFCBANK,04/28/2021,11:17:00,1451.50,1452.05,1451.05,1451.45,17770,0
HDFCBANK,04/28/2021,11:18:00,1451.45,1451.75,1451.00,1451.00,64445,0
HDFCBANK,04/28/2021,11:19:00,1451.15,1451.65,1450.50,1451.65,14832,0
HDFCBANK,04/28/2021,11:20:00,1451.65,1454.30,1451.65,1453.80,33947,0
HDFCBANK,04/28/2021,11:21:00,1454.40,1455.25,1453.90,1455.10,71135,0
HDFCBANK,04/28/2021,11:22:00,1455.10,1455.50,1455.00,1455.00,19322,0
HDFCBANK,04/28/2021,11:23:00,1455.40,1456.20,1455.00,1455.65,49175,0
HDFCBANK,04/28/2021,11:24:00,1455.65,1455.80,1454.50,1455.00,16110,0
HDFCBANK,04/28/2021,11:25:00,1455.00,1455.50,1454.45,1455.25,18483,0
HDFCBANK,04/28/2021,11:26:00,1455.30,1455.55,1455.00,1455.45,11957,0
HDFCBANK,04/28/2021,11:27:00,1455.50,1455.70,1454.05,1455.00,28743,0
HDFCBANK,04/28/2021,11:28:00,1455.35,1455.45,1454.90,1455.05,17611,0
HDFCBANK,04/28/2021,11:29:00,1455.15,1455.50,1454.40,1455.25,24548,0
HDFCBANK,04/28/2021,11:30:00,1455.25,1455.50,1454.20,1454.70,36927,0
HDFCBANK,04/28/2021,11:31:00,1454.45,1455.00,1453.30,1453.30,10115,0
HDFCBANK,04/28/2021,11:32:00,1453.05,1453.60,1452.00,1452.60,16964,0
HDFCBANK,04/28/2021,11:33:00,1452.60,1453.90,1452.55,1453.20,14068,0
HDFCBANK,04/28/2021,11:34:00,1453.35,1453.75,1452.85,1453.15,17544,0
HDFCBANK,04/28/2021,11:35:00,1453.05,1453.10,1451.50,1451.55,19017,0
HDFCBANK,04/28/2021,11:36:00,1451.60,1452.90,1451.60,1452.90,6961,0
HDFCBANK,04/28/2021,11:37:00,1452.85,1453.75,1452.50,1453.35,16758,0
HDFCBANK,04/28/2021,11:38:00,1453.50,1453.50,1452.75,1453.30,12874,0
HDFCBANK,04/28/2021,11:39:00,1453.30,1453.55,1452.90,1453.00,4301,0
HDFCBANK,04/28/2021,11:40:00,1453.00,1453.00,1452.80,1452.80,6197,0
HDFCBANK,04/28/2021,11:41:00,1453.00,1453.50,1452.80,1453.30,6119,0
HDFCBANK,04/28/2021,11:42:00,1453.50,1453.50,1452.80,1452.85,10626,0
HDFCBANK,04/28/2021,11:43:00,1452.90,1453.15,1451.80,1451.85,17938,0
HDFCBANK,04/28/2021,11:44:00,1452.40,1452.50,1451.75,1452.30,6366,0
HDFCBANK,04/28/2021,11:45:00,1452.00,1452.85,1452.00,1452.15,18086,0
HDFCBANK,04/28/2021,11:46:00,1452.20,1452.85,1452.10,1452.45,14867,0
HDFCBANK,04/28/2021,11:47:00,1452.50,1453.55,1452.20,1453.15,12335,0
HDFCBANK,04/28/2021,11:48:00,1453.75,1454.65,1453.05,1453.70,92786,0
HDFCBANK,04/28/2021,11:49:00,1453.70,1454.90,1453.55,1454.50,13262,0
HDFCBANK,04/28/2021,11:50:00,1454.50,1455.00,1454.45,1454.50,17769,0
HDFCBANK,04/28/2021,11:51:00,1455.00,1455.00,1453.30,1453.70,18423,0
HDFCBANK,04/28/2021,11:52:00,1453.75,1454.00,1453.30,1453.70,7681,0
HDFCBANK,04/28/2021,11:53:00,1454.00,1454.00,1453.50,1453.70,7518,0
HDFCBANK,04/28/2021,11:54:00,1453.85,1454.40,1453.50,1454.20,12044,0
HDFCBANK,04/28/2021,11:55:00,1454.40,1455.00,1454.00,1454.90,11008,0
HDFCBANK,04/28/2021,11:56:00,1454.90,1455.50,1454.20,1455.25,24649,0
HDFCBANK,04/28/2021,11:57:00,1455.35,1455.50,1454.00,1454.95,12191,0
HDFCBANK,04/28/2021,11:58:00,1454.80,1455.50,1454.50,1455.45,11760,0
HDFCBANK,04/28/2021,11:59:00,1455.25,1455.45,1454.50,1455.15,16478,0
HDFCBANK,04/28/2021,12:00:00,1455.15,1455.30,1454.10,1454.35,11394,0
HDFCBANK,04/28/2021,12:01:00,1454.85,1455.00,1453.95,1454.30,19871,0
HDFCBANK,04/28/2021,12:02:00,1454.30,1454.30,1452.80,1453.05,14174,0
HDFCBANK,04/28/2021,12:03:00,1453.50,1453.55,1452.95,1453.10,20612,0
HDFCBANK,04/28/2021,12:04:00,1453.30,1453.55,1452.50,1453.05,15905,0
HDFCBANK,04/28/2021,12:05:00,1453.45,1454.00,1453.00,1453.30,18428,0
HDFCBANK,04/28/2021,12:06:00,1453.25,1453.55,1452.60,1453.00,14423,0
HDFCBANK,04/28/2021,12:07:00,1453.45,1453.90,1452.80,1453.05,27236,0
HDFCBANK,04/28/2021,12:08:00,1453.35,1453.50,1452.85,1453.00,14604,0
HDFCBANK,04/28/2021,12:09:00,1453.30,1453.90,1453.00,1453.30,16662,0
HDFCBANK,04/28/2021,12:10:00,1453.00,1453.60,1452.45,1452.45,12057,0
HDFCBANK,04/28/2021,12:11:00,1453.00,1453.90,1452.00,1453.35,27509,0
HDFCBANK,04/28/2021,12:12:00,1453.70,1453.95,1452.80,1453.15,14041,0
HDFCBANK,04/28/2021,12:13:00,1453.00,1453.50,1452.35,1453.10,17032,0
HDFCBANK,04/28/2021,12:14:00,1453.25,1453.50,1452.70,1453.50,10219,0
HDFCBANK,04/28/2021,12:15:00,1453.50,1453.50,1452.50,1452.90,19257,0
HDFCBANK,04/28/2021,12:16:00,1453.00,1453.80,1452.95,1453.30,15430,0
HDFCBANK,04/28/2021,12:17:00,1453.00,1453.80,1452.50,1453.80,14874,0
HDFCBANK,04/28/2021,12:18:00,1453.85,1454.00,1453.15,1454.00,110357,0
HDFCBANK,04/28/2021,12:19:00,1454.00,1454.80,1453.90,1454.40,37785,0
HDFCBANK,04/28/2021,12:20:00,1454.85,1455.90,1454.80,1455.45,31586,0
HDFCBANK,04/28/2021,12:21:00,1455.45,1455.55,1454.35,1455.50,10677,0
HDFCBANK,04/28/2021,12:22:00,1455.60,1456.00,1454.85,1455.95,12683,0
HDFCBANK,04/28/2021,12:23:00,1455.95,1456.00,1455.00,1455.65,16902,0
HDFCBANK,04/28/2021,12:24:00,1455.90,1456.75,1455.20,1456.70,25274,0
HDFCBANK,04/28/2021,12:25:00,1456.85,1458.35,1456.85,1458.35,54706,0
HDFCBANK,04/28/2021,12:26:00,1458.05,1458.80,1456.00,1456.75,36907,0
HDFCBANK,04/28/2021,12:27:00,1456.85,1457.85,1456.20,1457.45,19960,0
HDFCBANK,04/28/2021,12:28:00,1457.45,1458.00,1457.20,1458.00,14446,0
HDFCBANK,04/28/2021,12:29:00,1458.00,1458.85,1457.85,1458.85,23699,0
HDFCBANK,04/28/2021,12:30:00,1458.90,1459.00,1458.40,1459.00,15193,0
HDFCBANK,04/28/2021,12:31:00,1458.50,1459.00,1458.10,1458.50,42023,0
HDFCBANK,04/28/2021,12:32:00,1458.60,1458.95,1455.90,1456.25,23101,0
HDFCBANK,04/28/2021,12:33:00,1456.95,1457.25,1456.10,1457.00,9363,0
HDFCBANK,04/28/2021,12:34:00,1457.00,1457.55,1457.00,1457.20,10782,0
HDFCBANK,04/28/2021,12:35:00,1457.00,1457.45,1456.50,1456.90,11013,0
HDFCBANK,04/28/2021,12:36:00,1456.90,1457.55,1456.50,1456.95,24129,0
HDFCBANK,04/28/2021,12:37:00,1456.55,1457.30,1455.90,1456.35,30966,0
HDFCBANK,04/28/2021,12:38:00,1457.00,1457.00,1456.05,1456.95,14719,0
HDFCBANK,04/28/2021,12:39:00,1456.30,1457.70,1456.30,1457.40,10367,0
HDFCBANK,04/28/2021,12:40:00,1457.40,1460.00,1457.40,1460.00,33992,0
HDFCBANK,04/28/2021,12:41:00,1460.00,1460.00,1459.30,1460.00,35652,0
HDFCBANK,04/28/2021,12:42:00,1459.75,1460.95,1459.75,1460.60,58954,0
HDFCBANK,04/28/2021,12:43:00,1461.00,1462.50,1460.70,1461.30,61112,0
HDFCBANK,04/28/2021,12:44:00,1461.80,1463.30,1461.30,1463.30,36942,0
HDFCBANK,04/28/2021,12:45:00,1463.00,1463.70,1462.60,1463.45,27005,0
HDFCBANK,04/28/2021,12:46:00,1463.00,1464.00,1462.60,1464.00,37988,0
HDFCBANK,04/28/2021,12:47:00,1464.00,1464.85,1463.55,1464.00,41770,0
HDFCBANK,04/28/2021,12:48:00,1464.35,1464.90,1463.85,1464.90,39723,0
HDFCBANK,04/28/2021,12:49:00,1464.95,1466.00,1464.85,1465.20,85987,0
HDFCBANK,04/28/2021,12:50:00,1465.75,1465.80,1464.05,1464.55,28399,0
HDFCBANK,04/28/2021,12:51:00,1464.60,1464.60,1463.15,1463.60,54270,0
HDFCBANK,04/28/2021,12:52:00,1464.00,1464.70,1463.55,1464.60,21671,0
HDFCBANK,04/28/2021,12:53:00,1464.90,1466.00,1464.40,1465.70,49913,0
HDFCBANK,04/28/2021,12:54:00,1466.00,1467.50,1465.50,1466.85,134004,0
HDFCBANK,04/28/2021,12:55:00,1466.85,1467.00,1466.15,1466.40,50943,0
HDFCBANK,04/28/2021,12:56:00,1466.80,1468.20,1466.35,1468.00,78486,0
HDFCBANK,04/28/2021,12:57:00,1468.15,1468.15,1467.00,1467.00,27046,0
HDFCBANK,04/28/2021,12:58:00,1467.65,1468.35,1467.05,1468.35,29943,0
HDFCBANK,04/28/2021,12:59:00,1468.50,1470.00,1468.50,1469.15,77212,0
HDFCBANK,04/28/2021,13:00:00,1469.25,1469.75,1467.20,1468.00,68168,0
HDFCBANK,04/28/2021,13:01:00,1467.95,1467.95,1466.45,1467.35,33468,0
HDFCBANK,04/28/2021,13:02:00,1467.35,1467.70,1466.50,1466.50,17756,0
HDFCBANK,04/28/2021,13:03:00,1466.75,1467.20,1465.50,1465.80,31241,0
HDFCBANK,04/28/2021,13:04:00,1466.00,1466.00,1463.50,1464.00,68212,0
HDFCBANK,04/28/2021,13:05:00,1464.00,1467.45,1464.00,1467.00,48918,0
HDFCBANK,04/28/2021,13:06:00,1467.10,1467.40,1466.00,1466.50,28335,0
HDFCBANK,04/28/2021,13:07:00,1466.50,1466.50,1465.05,1466.00,20350,0
HDFCBANK,04/28/2021,13:08:00,1466.25,1466.50,1465.90,1466.35,8435,0
HDFCBANK,04/28/2021,13:09:00,1466.35,1466.50,1466.00,1466.05,11917,0
HDFCBANK,04/28/2021,13:10:00,1466.30,1466.30,1464.90,1465.30,22884,0
HDFCBANK,04/28/2021,13:11:00,1466.00,1466.30,1464.75,1465.95,17176,0
HDFCBANK,04/28/2021,13:12:00,1465.95,1467.70,1465.95,1467.70,25357,0
HDFCBANK,04/28/2021,13:13:00,1467.70,1468.45,1467.00,1468.30,17516,0
HDFCBANK,04/28/2021,13:14:00,1468.50,1469.00,1468.00,1468.05,23128,0
HDFCBANK,04/28/2021,13:15:00,1468.40,1469.50,1468.00,1468.95,24186,0
HDFCBANK,04/28/2021,13:16:00,1468.95,1469.50,1466.35,1466.90,71056,0
HDFCBANK,04/28/2021,13:17:00,1467.50,1468.00,1466.50,1467.00,13865,0
HDFCBANK,04/28/2021,13:18:00,1466.90,1467.85,1466.15,1467.65,24688,0
HDFCBANK,04/28/2021,13:19:00,1467.35,1468.00,1467.35,1467.60,7352,0
HDFCBANK,04/28/2021,13:20:00,1467.60,1469.00,1467.00,1467.45,43752,0
HDFCBANK,04/28/2021,13:21:00,1467.45,1469.00,1467.05,1467.60,11946,0
HDFCBANK,04/28/2021,13:22:00,1467.55,1468.20,1467.05,1467.05,6157,0
HDFCBANK,04/28/2021,13:23:00,1467.10,1467.45,1466.50,1466.65,12720,0
HDFCBANK,04/28/2021,13:24:00,1466.65,1467.50,1466.05,1466.45,21179,0
HDFCBANK,04/28/2021,13:25:00,1466.40,1466.50,1464.50,1464.50,18792,0
HDFCBANK,04/28/2021,13:26:00,1464.75,1466.00,1464.10,1465.00,9151,0
HDFCBANK,04/28/2021,13:27:00,1465.00,1466.00,1465.00,1466.00,108804,0
HDFCBANK,04/28/2021,13:28:00,1466.00,1466.00,1465.20,1465.85,21125,0
HDFCBANK,04/28/2021,13:29:00,1465.95,1466.00,1465.85,1465.95,11677,0
HDFCBANK,04/28/2021,13:30:00,1466.00,1466.00,1465.00,1465.45,12494,0
HDFCBANK,04/28/2021,13:31:00,1465.40,1465.50,1464.75,1465.50,375130,0
HDFCBANK,04/28/2021,13:32:00,1465.50,1466.00,1465.40,1465.65,36032,0
HDFCBANK,04/28/2021,13:33:00,1465.85,1466.95,1465.65,1466.75,28357,0
