datetime,Close_A,Close_B,regime_A,regime_B,beta,alpha,spread,spread_mean,spread_std,z
2022-05-31 10:15:00,2.55,3.3,Trending,,0.8612387428781474,0.8612387428781474,0.24260246278257647,0.24260246278257647,0.09943453145671417,0.0
2022-05-31 10:16:00,2.6,3.3,Sideways,,0.8883613404511976,0.8882797149986087,0.10198079982827712,0.1722916313054268,0.09943453145671417,-0.7071067811865476
2022-05-31 10:17:00,2.6,3.3,Trending,,0.8977359199584835,0.897571669825894,0.06831493828204893,0.1376327336309675,0.09245177438553605,-0.749772471211361
2022-05-31 10:18:00,2.6,3.3,Trending,,0.9025100529892577,0.9022633232346827,0.05121053899324712,0.11602718497153741,0.08697941896136145,-0.7451952053977683
2022-05-31 10:19:00,2.6,3.3,Trending,Sideways,0.905416483974235,0.905087779309488,0.040829362357500454,0.10098762044873003,0.08249246630644806,-0.729257601145661
2022-05-31 10:20:00,2.6,3.3,Trending,Sideways,0.9073809804898603,0.9069710249201755,0.0338384258061879,0.08979608800830634,0.0787115492672245,-0.7109206047024057
2022-05-31 10:21:00,2.6,3.3,Trending,Sideways,0.9088039517898387,0.9083136432928357,0.028796082053583305,0.0810818014433459,0.07546187683675783,-0.6928759471868049
2022-05-31 10:22:00,2.55,3.3,Trending,Sideways,0.911564486416224,0.9108780903636767,0.06463246927495181,0.07902563492229664,0.07010576407629092,-0.2053064514307527
2022-05-31 10:23:00,2.6,3.3,Sideways,Sideways,0.9122188741582897,0.9114725286683381,0.01675839852010874,0.07210705309983131,0.06878420499677103,-0.8046709936143165
2022-05-31 10:24:00,2.55,3.3,Trending,Sideways,0.9141719834232234,0.913216005441384,0.05564543682939638,0.07046089147278782,0.06505896572043456,-0.22772348867418307
2022-05-31 10:25:00,2.55,3.3,Trending,Sideways,0.91580350177942,0.9146404463176114,0.05006062414486756,0.06860632171570416,0.062026089973286194,-0.2989983340691632
2022-05-31 10:26:00,2.6,3.3,Sideways,Sideways,0.9159234062787573,0.9147421683209148,0.003856975354315839,0.06321054285225514,0.06202306248005293,-0.9569596392797894
2022-05-31 10:27:00,2.55,3.3,Trending,Sideways,0.9172307750471538,0.9158314225988062,0.04523010103095171,0.0618274319429241,0.05959158946270696,-0.27851801003494253
2022-05-31 10:28:00,2.55,3.3,Trending,Sideways,0.918373317670135,0.91676006594411,0.04138797399704597,0.060367470661075666,0.05751375824711594,-0.3299992426591499
2022-05-31 10:29:00,2.55,3.3,Trending,Sideways,0.9193821214050721,0.9175596098311468,0.03801598058591926,0.0588773713227319,0.05572131177835428,-0.3743880047152181
2022-05-31 10:30:00,2.55,3.3,Trending,Sideways,0.9202806516573654,0.9182538618889966,0.03503047638472179,0.05738694038910627,0.05416101701193449,-0.4127777733468002
2022-05-31 10:31:00,2.6,3.3,Sideways,Sideways,0.9200239913338177,0.918062591262838,-0.010124968730764294,0.05341565161734918,0.05493802476590547,-1.1565872748222061
2022-05-31 10:32:00,2.55,3.3,Trending,Sideways,0.9208293379884123,0.9186543647682357,0.033230823361313,0.052294272269791615,0.0535096349130934,-0.3562619879474067
2022-05-31 10:33:00,2.55,3.3,Trending,Sideways,0.9215609950171227,0.9191785102381304,0.030840952468206506,0.05116515017497134,0.052234407029045055,-0.38909597835510074
2022-05-31 10:34:00,2.6,3.3,Sideways,Sideways,0.9212256840519399,0.9189475416677997,-0.014134320202843664,0.047900176656080595,0.05289643246761051,-1.1727538884008701
