datetime,Close_A,Close_B,beta,alpha,spread,spread_mean,spread_std,z
2022-01-01 00:00:00,3.7,7.5,1.5266349068860978,1.5266349068860978,0.3248159376353392,0.3248159376353392,0.11273714472290654,0.0
2022-01-01 00:01:00,3.7,7.5,1.5606046464213799,1.5603812696559074,0.1653815385849864,0.2450987381101628,0.11273714472290654,-0.7071067811865476
2022-01-01 00:02:00,3.7,7.5,1.5723534309912424,1.5719050432659567,0.11038726206644611,0.20019491276225723,0.11137276369365359,-0.806369957226164
2022-01-01 00:03:00,3.7,7.5,1.578358664881224,1.577686909511066,0.08238603042840431,0.170742692178794,0.10834664208469733,-0.8154997704619129
2022-01-01 00:04:00,3.7,7.5,1.582033819374318,1.5811416187446998,0.06533324957032338,0.14966080365709988,0.10500702955744354,-0.8030657989486844
2022-01-01 00:05:00,3.7,7.5,1.5845334383496765,1.5834246087678214,0.053801669338374936,0.13368428127064572,0.10174810371978184,-0.7851017268318882
2022-01-01 00:06:00,3.7,7.5,1.5863563079778706,1.5850354066858279,0.04544625379605094,0.12107884877427504,0.09868895078859373,-0.7663734832913591
2022-01-01 00:07:00,3.7,7.5,1.587753027953603,1.5862252542105635,0.03908854236110493,0.11083006047262878,0.0958564127812537,-0.7484269025927296
2022-01-01 00:08:00,3.7,7.5,1.5888632327108896,1.587134343986689,0.03407169498301954,0.10230135319600553,0.09324454417107617,-0.7317281543872931
2022-01-01 00:09:00,3.7,7.5,1.5897708526548002,1.5878470853341689,0.030000759843069602,0.09507129386071193,0.09083623748301857,-0.7163499482220075
2022-01-01 00:10:00,3.7,7.5,1.5905293568582368,1.5884173486437168,0.026624030980807234,0.08884881541708424,0.08861157629711673,-0.7022195861592149
2022-01-01 00:11:00,3.7,7.5,1.5911744214186163,1.5888811351631196,0.023773505588000177,0.08342587293132724,0.08655109411918212,-0.6892156355780422
2022-01-01 00:12:00,3.7,7.5,1.5917307701634094,1.5892634197468063,0.0213327306485791,0.07864947737111584,0.08463696381946516,-0.6772070279458063
2022-01-01 00:13:00,3.7,7.5,1.5922160916767463,1.5895820708064254,0.01921838998961256,0.07440439970100846,0.08285332373460384,-0.6660687492534154
2022-01-01 00:14:00,3.7,7.5,1.5926433925946661,1.5898502074157812,0.017369239983953122,0.07060205571987144,0.08118624727308481,-0.6556876013354822
2022-01-01 00:15:00,3.7,7.5,1.593022469154382,1.5900776754441488,0.01573918868463764,0.06717312653016932,0.0796235759647139,-0.6459636762398768
2022-01-01 00:16:00,3.7,7.5,1.5933608589845558,1.590272004541791,0.014292817215352471,0.06406252009988599,0.07815471235959205,-0.6368100064848514
2022-01-01 00:17:00,3.7,7.5,1.5936644747160242,1.5904390473760344,0.013002396174675468,0.061225846548485396,0.07677041417581963,-0.6281514941858796
2022-01-01 00:18:00,3.7,7.5,1.593938036377873,1.590583417903163,0.011845847498705986,0.058626899230075954,0.07546260614311635,-0.6199236167731705
2022-01-01 00:19:00,3.7,7.5,1.5941853729099522,1.5907087988406032,0.010805321392572509,0.05623582033820078,0.07422421466423447,-0.6120711300367495
2022-01-01 00:20:00,3.7,7.5,1.5944096364221705,1.5908181618229211,0.00986618341504819,0.05402774238947923,0.07304902540880664,-0.6045468605130359
2022-01-01 00:21:00,3.7,7.5,1.5946134570214867,1.5909139279391193,0.009016281081379418,0.05198176687547469,0.07193156190664986,-0.5973106193614189
2022-01-01 00:22:00,3.7,7.5,1.5947990563840004,1.5909980867298055,0.008245404649392718,0.050080185909123304,0.07086698253891476,-0.5903282425882619
2022-01-01 00:23:00,3.7,7.5,1.594968332208553,1.591072285706016,0.007544885122337419,0.04830788170967389,0.069850993280595,-0.5835707507206008
2022-01-01 00:24:00,3.7,7.5,1.595122921812459,1.5911378985982745,0.006907290695626678,0.046651858069112005,0.06887977376421654,-0.5770136166465295
2022-01-01 00:25:00,3.7,7.5,1.5952642505891426,1.591196078023876,0.006326194796296036,0.04510087102015754,0.06794991453956291,-0.5706361293697505
2022-01-01 00:26:00,3.7,7.5,1.5953935693490093,1.591247796579415,0.0057959968292502495,0.04364513493901283,0.06705836371859106,-0.5644208419488977
2022-01-01 00:27:00,3.7,7.5,1.5955119834093616,1.5912938792245843,0.005311782160777767,0.04227608662550443,0.0662023814843082,-0.5583530929848532
2022-01-01 00:28:00,3.7,7.5,1.5956204755004473,1.5913350290361783,0.004869211612167135,0.040986194383665214,0.06537950119539075,-0.5524205922519997
