timestamp,ticker,close,regime,prob_sideways,prob_trending,regime_label
2022-05-31 10:40:00,UJAAS,3.75,1,0.0,1.0,Trending
2022-05-31 10:41:00,UJAAS,3.7,1,0.0,1.0,Trending
2022-05-31 10:42:00,UJAAS,3.75,1,0.0,1.0,Trending
2022-05-31 10:43:00,UJAAS,3.8,1,0.0,1.0,Trending
2022-05-31 10:46:00,UJAAS,3.8,0,0.9992347230973144,0.0007652769026984433,Sideways
2022-05-31 10:47:00,UJAAS,3.7,1,0.0,1.0,Trending
2022-05-31 10:48:00,UJAAS,3.8,1,0.0,1.0,Trending
2022-05-31 10:50:00,UJAAS,3.75,1,0.0,1.0,Trending
2022-05-31 10:51:00,UJAAS,3.8,1,0.0,1.0,Trending
2022-05-31 10:52:00,UJAAS,3.8,0,0.9990716447256216,0.0009283552743968776,Sideways
2022-05-31 10:53:00,UJAAS,3.8,0,0.9997593731551858,0.00024062684483624683,Sideways
2022-05-31 10:55:00,UJAAS,3.8,0,0.9997581856468555,0.0002418143531450287,Sideways
2022-05-31 10:57:00,UJAAS,3.8,0,0.9997183077378368,0.00028169226216143866,Sideways
2022-05-31 10:58:00,UJAAS,3.8,0,0.9996199853330288,0.0003800146669705469,Sideways
2022-05-31 10:59:00,UJAAS,3.8,0,0.9994063284484963,0.000593671551506557,Sideways
2022-05-31 11:00:00,UJAAS,3.8,0,0.9994638367919702,0.0005361632080287531,Sideways
2022-05-31 11:01:00,UJAAS,3.75,1,0.0,1.0,Trending
2022-05-31 11:02:00,UJAAS,3.8,1,0.0,1.0,Trending
2022-05-31 11:03:00,UJAAS,3.8,0,0.9991925538353597,0.0008074461646407798,Sideways
2022-05-31 11:04:00,UJAAS,3.75,1,0.0,1.0,Trending
2022-05-31 11:05:00,UJAAS,3.8,1,0.0,1.0,Trending
2022-05-31 11:08:00,UJAAS,3.8,0,0.9995790435602872,0.00042095643971304814,Sideways
2022-05-31 11:09:00,UJAAS,3.8,0,0.9998880889522874,0.00011191104769088007,Sideways
2022-05-31 11:10:00,UJAAS,3.8,0,0.9999120476135342,8.795238647475026e-05,Sideways
2022-05-31 11:12:00,UJAAS,3.8,0,0.9999142347481321,8.576525186741595e-05,Sideways
2022-05-31 11:14:00,UJAAS,3.8,0,0.9999153569656555,8.46430343437046e-05,Sideways
2022-05-31 11:15:00,UJAAS,3.8,0,0.9999154577039235,8.454229607612812e-05,Sideways
2022-05-31 11:17:00,UJAAS,3.7,1,0.0,1.0,Trending
2022-05-31 11:18:00,UJAAS,3.8,1,0.0,1.0,Trending
2022-05-31 11:21:00,UJAAS,3.85,1,0.0,1.0,Trending
