timestamp,ticker,close,regime,prob_sideways,prob_trending,regime_label
2022-05-31 10:36:00,SUNDARAM,3.1,0,0.9997428164465367,0.00025718355346426695,Sideways
2022-05-31 10:37:00,SUNDARAM,3.1,0,0.9997687558643583,0.00023124413564235254,Sideways
2022-05-31 10:38:00,SUNDARAM,3.1,0,0.9997699961086854,0.00023000389131434514,Sideways
2022-05-31 10:40:00,SUNDARAM,3.1,0,0.9997713048995998,0.0002286951003980194,Sideways
2022-05-31 10:42:00,SUNDARAM,3.05,1,0.0,1.0,Trending
2022-05-31 10:44:00,SUNDARAM,3.1,1,0.0,1.0,Trending
2022-05-31 10:45:00,SUNDARAM,3.05,1,0.0,1.0,Trending
2022-05-31 10:47:00,SUNDARAM,3.1,1,0.0,1.0,Trending
2022-05-31 10:48:00,SUNDARAM,3.1,0,0.9992193508384489,0.0007806491615506858,Sideways
2022-05-31 10:51:00,SUNDARAM,3.05,1,0.0,1.0,Trending
2022-05-31 10:52:00,SUNDARAM,3.05,0,0.9991851935382733,0.0008148064617270297,Sideways
2022-05-31 10:54:00,SUNDARAM,3.05,0,0.9996934984398503,0.0003065015601492765,Sideways
2022-05-31 10:57:00,SUNDARAM,3.1,1,0.0,1.0,Trending
2022-05-31 10:59:00,SUNDARAM,3.1,0,0.9992635222937432,0.0007364777062555802,Sideways
2022-05-31 11:00:00,SUNDARAM,3.1,0,0.9997269798890455,0.00027302011095270184,Sideways
2022-05-31 11:03:00,SUNDARAM,3.05,1,0.0,1.0,Trending
2022-05-31 11:05:00,SUNDARAM,3.1,1,0.0,1.0,Trending
2022-05-31 11:08:00,SUNDARAM,3.1,0,0.9991699532373748,0.0008300467626237882,Sideways
2022-05-31 11:09:00,SUNDARAM,3.1,0,0.9996862616101058,0.00031373838989588385,Sideways
2022-05-31 11:10:00,SUNDARAM,3.1,0,0.9997128692022428,0.00028713079775834243,Sideways
2022-05-31 11:11:00,SUNDARAM,3.1,0,0.9997395358690664,0.00026046413093307733,Sideways
2022-05-31 11:12:00,SUNDARAM,3.1,0,0.9997720566841604,0.0002279433158390626,Sideways
2022-05-31 11:16:00,SUNDARAM,3.1,0,0.999802052861457,0.0001979471385418382,Sideways
2022-05-31 11:18:00,SUNDARAM,3.1,0,0.9998004123775912,0.00019958762240763217,Sideways
2022-05-31 11:19:00,SUNDARAM,3.1,0,0.9998393162652394,0.00016068373476227718,Sideways
2022-05-31 11:20:00,SUNDARAM,3.1,0,0.9998402063214465,0.00015979367855518338,Sideways
2022-05-31 11:21:00,SUNDARAM,3.1,0,0.9998396321863389,0.0001603678136622857,Sideways
2022-05-31 11:22:00,SUNDARAM,3.1,0,0.9998750348889978,0.00012496511100263752,Sideways
2022-05-31 11:23:00,SUNDARAM,3.1,0,0.9998751177124359,0.0001248822875643979,Sideways
2022-05-31 11:24:00,SUNDARAM,3.1,0,0.9998751569937049,0.00012484300629409363,Sideways
2022-05-31 11:25:00,SUNDARAM,3.1,0,0.9999178706561288,8.212934387426863e-05,Sideways
2022-05-31 11:28:00,SUNDARAM,3.1,0,0.9999735455858915,2.645441410965713e-05,Sideways
2022-05-31 11:29:00,SUNDARAM,3.15,1,0.0,1.0,Trending
2022-05-31 11:30:00,SUNDARAM,3.15,0,0.9997873323052678,0.00021266769473377736,Sideways
2022-05-31 11:31:00,SUNDARAM,3.1,1,0.0,1.0,Trending
2022-05-31 11:32:00,SUNDARAM,3.15,1,0.0,1.0,Trending
2022-05-31 11:35:00,SUNDARAM,3.15,0,0.999582627831979,0.0004173721680225086,Sideways
2022-05-31 11:38:00,SUNDARAM,3.1,1,0.0,1.0,Trending
2022-05-31 11:39:00,SUNDARAM,3.1,0,0.9994946940677917,0.0005053059322066467,Sideways
2022-05-31 11:41:00,SUNDARAM,3.15,1,0.0,1.0,Trending
