exit_day,daily_net_pnl,cum_pnl
2022-01-04,-69.18855500000011,-69.18855500000011
2022-01-07,-63.16422499999997,-132.35278000000008
2022-01-10,-4.516662500000011,-136.8694425000001
2022-01-12,122.47626749999996,-14.393175000000141
2022-01-13,16.48531500000034,2.0921400000001995
2022-01-14,34.76295999999982,36.85510000000002
2022-01-17,18.185074999999884,55.040174999999905
2022-01-18,65.45519249999978,120.49536749999969
2022-01-19,72.44193249999994,192.93729999999962
2022-01-20,87.81987499999985,280.7571749999995
2022-01-21,111.31458000000022,392.0717549999997
2022-01-22,41.38119000000006,433.4529449999998
2022-01-24,93.51738000000009,526.9703249999999
2022-01-25,38.69326250000026,565.6635875000002
2022-01-27,73.9170400000001,639.5806275000002
2022-01-28,39.71752249999981,679.2981500000001
2022-01-29,21.282584999999905,700.580735
